fname,ID,Status,pixel size,Single tick,Sex,Lifestage,Feed-Stage,Species,Identifier_initials,ID_date,Notes,re-cropped
/Volumes/My Passport/MLS_project/OriginalData/21606100+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,21606100,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/21611401+Ixodes_scapularis+Augment+RTS_125+life_a+fed.jpg,21611401,Augment,125.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/21614062+Ixodes_scapularis+Discard+RTS_+life_unk+fed.jpg,21614062,Discard,nan,nan,unk,unk,unfed,Ixodes scapularis,JAR,8/13/2020,6 legs but looks like adult M,True
/Volumes/My Passport/MLS_project/OriginalData/21617741+Ixodes_scapularis+Augment+RTS_30+life_a+fed.jpg,21617741,Augment,30.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/21652566+Amblyomma_americanum+Augment+RTS_60+life_a+fed.jpg,21652566,Augment,60.0,True,f,a,unfed,Amblyomma americanum,XL,8/8/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/21657065+Dermacentor_variabilis+Augment+RTS_105+life_a+fed.jpg,21657065,Augment,105.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/21692257+Dermacentor_variabilis+Augment+RTS_72+life_a+fed.jpg,21692257,Augment,72.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/21692258+Dermacentor_variabilis+Augment+RTS_130+life_a+fed.jpg,21692258,Augment,130.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/21721878+Amblyomma_americanum+Augment+RTS_50+life_a+fed.jpg,21721878,Augment,50.0,True,m,a,unfed,Amblyomma americanum,XL,8/8/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/21742407+Dermacentor_variabilis+Keep+RTS_+life_a+fed.jpg,21742407,Keep,nan,False,unk,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/21778155+Dermacentor_variabilis+Augment+RTS_80+life_a+fed.jpg,21778155,Augment,80.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/21813172+Ixodes_scapularis+Augment+RTS_97+life_a+fed.jpg,21813172,Augment,97.0,True,f,a,fed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/21857003+Ixodes_scapularis+Augment+RTS_80+life_a+fed.jpg,21857003,Augment,80.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/21877503+Amblyomma_americanum+Augment+RTS_30+life_a+fed.jpg,21877503,Augment,30.0,True,f,a,unfed,Amblyomma americanum,XL,8/8/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/21941996+Dermacentor_variabilis+Augment+RTS_178+life_a+fed.jpg,21941996,Augment,178.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/21966951+Ixodes_scapularis+Augment+RTS_18+life_a+fed.jpg,21966951,Augment,18.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22002246+Dermacentor_variabilis+Augment+RTS_55+life_a+fed.jpg,22002246,Augment,55.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22008091+Ixodes_scapularis+Keep+RTS_11+life_a+fed.jpg,22008091,Keep,11.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22106415+Dermacentor_variabilis+Augment+RTS_64+life_a+fed.jpg,22106415,Augment,64.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22106834+Ixodes_scapularis+Augment+RTS_16+life_n+fed.jpg,22106834,Augment,16.0,True,unk,n,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22114593+Ixodes_scapularis+Augment+RTS_110+life_a+fed.jpg,22114593,Augment,110.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22117883+Ixodes_scapularis+Augment+RTS_70+life_a+fed.jpg,22117883,Augment,70.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22137138+Ixodes_scapularis+Augment+RTS_160+life_a+fed.jpg,22137138,Augment,160.0,True,f,a,fed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22144254+Ixodes_scapularis+Augment+RTS_68+life_a+fed.jpg,22144254,Augment,68.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22157343+Dermacentor_variabilis+Augment+RTS_150+life_a+fed.jpg,22157343,Augment,150.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22157853+Dermacentor_variabilis+Augment+RTS_85+life_a+fed.jpg,22157853,Augment,85.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22158162+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,22158162,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22159402+Dermacentor_variabilis+Augment+RTS_78+life_a+fed.jpg,22159402,Augment,78.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22166122+Amblyomma_americanum+Augment+RTS_55+life_a+fed.jpg,22166122,Augment,55.0,True,f,a,unfed,Amblyomma americanum,XL,8/8/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22200427+Dermacentor_variabilis+Augment+RTS_22+life_a+fed.jpg,22200427,Augment,22.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22209439+Dermacentor_variabilis+Augment+RTS_56+life_a+fed.jpg,22209439,Augment,56.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22211669+Ixodes_scapularis+Augment+RTS_38+life_a+fed.jpg,22211669,Augment,38.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22211725+Ixodes_scapularis+Augment+RTS_35+life_a+fed.jpg,22211725,Augment,35.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22220702+Ixodes_scapularis+Augment+RTS_30+life_a+fed.jpg,22220702,Augment,30.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22222811+Ixodes_scapularis+Augment+RTS_75+life_a+fed.jpg,22222811,Augment,75.0,True,f,a,fed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22226334+Ixodes_scapularis+Augment+RTS_53+life_a+fed.jpg,22226334,Augment,53.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22235839+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,22235839,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22257180+Ixodes_scapularis+Augment+RTS_24+life_a+fed.jpg,22257180,Augment,24.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22267468+Amblyomma_americanum+Discard+RTS_15+life_unk+feed_unk.jpg,22267468,Discard,15.0,False,unk,unk,unk,Amblyomma americanum,XL,8/8/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22278937+Amblyomma_americanum+Augment+RTS_30+life_a+fed.jpg,22278937,Augment,30.0,True,m,a,unfed,Amblyomma americanum,XL,8/8/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22293708+Amblyomma_americanum+Augment+RTS_40+life_a+fed.jpg,22293708,Augment,40.0,True,f,a,unfed,Amblyomma americanum,XL,8/8/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22306356+Amblyomma_americanum+Augment+RTS_35+life_a+fed.jpg,22306356,Augment,35.0,True,f,a,unfed,Amblyomma americanum,XL,8/8/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22308639+Ixodes_scapularis+Augment+RTS_43+life_a+fed.jpg,22308639,Augment,43.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22309365+Ixodes_scapularis+Augment+RTS_170+life_a+fed.jpg,22309365,Augment,170.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22317393+Dermacentor_variabilis+Augment+RTS_144+life_a+fed.jpg,22317393,Augment,144.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22335119+Ixodes_scapularis+Keep+RTS_14+life_n+fed.jpg,22335119,Keep,14.0,True,unk,n,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22336062+Ixodes_scapularis+Augment+RTS_32+life_a+fed.jpg,22336062,Augment,32.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22341912+Ixodes_scapularis+Augment+RTS_160+life_a+fed.jpg,22341912,Augment,160.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22343142+Ixodes_scapularis+Augment+RTS_45+life_a+fed.jpg,22343142,Augment,45.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22370246+Ixodes_scapularis+Keep+RTS_20+life_a+fed.jpg,22370246,Keep,20.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22375986+Ixodes_scapularis+Augment+RTS_90+life_a+fed.jpg,22375986,Augment,90.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22376271+Ixodes_scapularis+Augment+RTS_40+life_a+fed.jpg,22376271,Augment,40.0,True,f,a,fed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22382377+Dermacentor_variabilis+Augment+RTS_215+life_a+fed.jpg,22382377,Augment,215.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/06/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22384044+Dermacentor_variabilis+Augment+RTS_+life_a+fed.jpg,22384044,Augment,nan,False,unk,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22417849+Dermacentor_variabilis+Augment+RTS_20+life_a+fed.jpg,22417849,Augment,20.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22421387+Dermacentor_variabilis+Augment+RTS_93+life_a+fed.jpg,22421387,Augment,93.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22431815+Ixodes_scapularis+Keep+RTS_22+life_a+fed.jpg,22431815,Keep,22.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22436805+Ixodes_scapularis+Augment+RTS_90+life_a+fed.jpg,22436805,Augment,90.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22437622+Ixodes_scapularis+Keep+RTS_73+life_a+fed.jpg,22437622,Keep,73.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22439295+Amblyomma_americanum+Augment+RTS_50+life_a+fed.jpg,22439295,Augment,50.0,True,f,a,unfed,Amblyomma americanum,XL,8/8/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22451408+Dermacentor_variabilis+Discard+RTS_+life_unk+feed_unk.jpg,22451408,Discard,nan,nan,unk,unk,unk,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22462868+Dermacentor_variabilis+Augment+RTS_140+life_a+fed.jpg,22462868,Augment,140.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22483874+Ixodes_scapularis+Augment+RTS_24+life_a+fed.jpg,22483874,Augment,24.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22484481+Dermacentor_variabilis+Augment+RTS_22+life_a+fed.jpg,22484481,Augment,22.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22498364+Dermacentor_variabilis+Augment+RTS_25+life_a+fed.jpg,22498364,Augment,25.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22503575+Amblyomma_americanum+Augment+RTS_150+life_a+fed.jpg,22503575,Augment,150.0,True,m,a,unfed,Amblyomma americanum,XL,8/8/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22508097+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,22508097,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22516811+Ixodes_scapularis+Augment+RTS_66+life_n+fed.jpg,22516811,Augment,66.0,True,unk,n,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22523657+Amblyomma_americanum+Augment+RTS_25+life_a+fed.jpg,22523657,Augment,25.0,True,f,a,unfed,Amblyomma americanum,XL,8/9/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22532073+Dermacentor_variabilis+Augment+RTS_20+life_a+fed.jpg,22532073,Augment,20.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22535780+Amblyomma_americanum+Augment+RTS_25+life_a+fed.jpg,22535780,Augment,25.0,True,f,a,unfed,Amblyomma americanum,XL,8/9/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22538751+Ixodes_scapularis+Augment+RTS_80+life_a+fed.jpg,22538751,Augment,80.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22568524+Dermacentor_variabilis+Discard+RTS_+life_unk+feed_unk.jpg,22568524,Discard,nan,nan,unk,unk,unk,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22573383+Dermacentor_variabilis+Augment+RTS_45+life_a+fed.jpg,22573383,Augment,45.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22582112+Dermacentor_variabilis+Augment+RTS_45+life_a+fed.jpg,22582112,Augment,45.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22587136+Dermacentor_variabilis+Augment+RTS_61+life_a+fed.jpg,22587136,Augment,61.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22597701+Amblyomma_americanum+Augment+RTS_150+life_a+fed.jpg,22597701,Augment,150.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22603073+Dermacentor_variabilis+Augment+RTS_83+life_a+fed.jpg,22603073,Augment,83.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22620115+Amblyomma_americanum+Augment+RTS_95+life_a+fed.jpg,22620115,Augment,95.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22625339+Ixodes_scapularis+Augment+RTS_41+life_a+fed.jpg,22625339,Augment,41.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22630922+Dermacentor_variabilis+Augment+RTS_21+life_a+fed.jpg,22630922,Augment,21.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22630970+Dermacentor_variabilis+Augment+RTS_22+life_a+fed.jpg,22630970,Augment,22.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22631991+Dermacentor_variabilis+Augment+RTS_145+life_a+fed.jpg,22631991,Augment,145.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22635400+Ixodes_scapularis+Augment+RTS_93+life_a+fed.jpg,22635400,Augment,93.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22637673+Ixodes_scapularis+Augment+RTS_70+life_a+fed.jpg,22637673,Augment,70.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22659972+Amblyomma_americanum+Augment+RTS_30+life_a+fed.jpg,22659972,Augment,30.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22667892+Dermacentor_variabilis+Discard+RTS_+life_unk+feed_unk.jpg,22667892,Discard,nan,nan,unk,unk,unk,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22668037+Amblyomma_americanum+Augment+RTS_70+life_a+fed.jpg,22668037,Augment,70.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22668488+Dermacentor_variabilis+Augment+RTS_112+life_a+fed.jpg,22668488,Augment,112.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22682188+Dermacentor_variabilis+Augment+RTS_50+life_a+fed.jpg,22682188,Augment,50.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22682994+Ixodes_scapularis+Augment+RTS_100+life_n+fed.jpg,22682994,Augment,100.0,True,unk,n,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22686187+Dermacentor_variabilis+Augment+RTS_41+life_a+fed.jpg,22686187,Augment,41.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22721137+Ixodes_scapularis+Augment+RTS_36+life_a+fed.jpg,22721137,Augment,36.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22726256+Dermacentor_variabilis+Augment+RTS_180+life_a+fed.jpg,22726256,Augment,180.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22730608+Ixodes_scapularis+Augment+RTS_50+life_a+fed.jpg,22730608,Augment,50.0,True,f,a,fed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22736321+Dermacentor_variabilis+Keep+RTS_9+life_a+fed.jpg,22736321,Keep,9.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22736693+Amblyomma_americanum+Augment+RTS_80+life_a+fed.jpg,22736693,Augment,80.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22740452+Ixodes_scapularis+Augment+RTS_70+life_a+fed.jpg,22740452,Augment,70.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22748060+Ixodes_scapularis+Augment+RTS_70+life_a+fed.jpg,22748060,Augment,70.0,True,f,a,fed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22752422+Dermacentor_variabilis+Augment+RTS_43+life_a+fed.jpg,22752422,Augment,43.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22768377+Dermacentor_variabilis+Augment+RTS_110+life_a+fed.jpg,22768377,Augment,110.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22772981+Ixodes_scapularis+Augment+RTS_25+life_a+fed.jpg,22772981,Augment,25.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22776248+Ixodes_scapularis+Augment+RTS_75+life_a+fed.jpg,22776248,Augment,75.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22779174+Ixodes_scapularis+Keep+RTS_100+life_a+fed.jpg,22779174,Keep,100.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22780052+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,22780052,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22781359+Ixodes_scapularis+Augment+RTS_70+life_a+fed.jpg,22781359,Augment,70.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22786579+Amblyomma_americanum+Augment+RTS_20+life_a+fed.jpg,22786579,Augment,20.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22799285+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,22799285,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22813633+Dermacentor_variabilis+Augment+RTS_63+life_a+fed.jpg,22813633,Augment,63.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22813907+Ixodes_scapularis+Augment+RTS_76+life_a+fed.jpg,22813907,Augment,76.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22819140+Ixodes_scapularis+Augment+RTS_50+life_a+fed.jpg,22819140,Augment,50.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22822141+Ixodes_scapularis+Augment+RTS_60+life_a+fed.jpg,22822141,Augment,60.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22830901+Dermacentor_variabilis+Augment+RTS_25+life_a+fed.jpg,22830901,Augment,25.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22831114+Amblyomma_americanum+Augment+RTS_115+life_a+fed.jpg,22831114,Augment,115.0,True,f,a,unfed,Amblyomma americanum,XL,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22831795+Dermacentor_variabilis+Keep+RTS_15+life_a+fed.jpg,22831795,Keep,15.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22831910+Dermacentor_variabilis+Augment+RTS_40+life_a+fed.jpg,22831910,Augment,40.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22836826+Dermacentor_variabilis+Augment+RTS_91+life_a+fed.jpg,22836826,Augment,91.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22848097+Ixodes_scapularis+Augment+RTS_120+life_a+fed.jpg,22848097,Augment,120.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22865146+Ixodes_scapularis+Augment+RTS_160+life_a+fed.jpg,22865146,Augment,160.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22877447+Ixodes_scapularis+Keep+RTS_10+life_a+fed.jpg,22877447,Keep,10.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22879924+Ixodes_scapularis+Keep+RTS_20+life_a+fed.jpg,22879924,Keep,20.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22888688+Dermacentor_variabilis+Augment+RTS_22+life_a+fed.jpg,22888688,Augment,22.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22893298+Dermacentor_variabilis+Augment+RTS_32+life_a+fed.jpg,22893298,Augment,32.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22896791+Dermacentor_variabilis+Augment+RTS_68+life_a+fed.jpg,22896791,Augment,68.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22902992+Ixodes_scapularis+Keep+RTS_40+life_n+fed.jpg,22902992,Keep,40.0,True,unk,n,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22909710+Dermacentor_variabilis+Augment+RTS_25+life_a+fed.jpg,22909710,Augment,25.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22913973+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,22913973,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/22914667+Dermacentor_variabilis+Augment+RTS_77+life_a+fed.jpg,22914667,Augment,77.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/22916457+Dermacentor_variabilis+Augment+RTS_110+life_a+fed.jpg,22916457,Augment,110.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/07/20,nan,False
